Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.3382,Sun May 20 20:00:00 +0000 2018,0.061,0.808,0.131,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,26,@CBS
0.1867,Sun May 20 17:00:01 +0000 2018,0.0,0.92,0.08,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,27,@CBS
0.4199,Sat May 19 08:00:01 +0000 2018,0.0,0.715,0.285,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,28,@CBS
0.0,Fri May 18 21:00:01 +0000 2018,0.0,1.0,0.0,It's going down (literally) on the Season Finale of @HawaiiFive0CBS when a submarine appears off the coast of Waiki… https://t.co/oD7Le5XUz6,29,@CBS
0.3595,Fri May 18 14:00:03 +0000 2018,0.0,0.849,0.151,"The #RoyalWedding is finally here, and you're invited! Join @CBSThisMorning’s @GayleKing and @etnow’s @KevinFrazier… https://t.co/Q5xiRkXLUz",30,@CBS
0.7177,Thu May 17 23:44:27 +0000 2018,0.0,0.739,0.261,When the @LifeInPiecesCBS season finale is back-to-back episodes. 👏 Get ready for double the laughs at 9/8c! https://t.co/SYW5UzXobv,31,@CBS
0.1867,Thu May 17 21:19:59 +0000 2018,0.0,0.907,0.093,Rules were made to be broken.💥 Don't miss the heart-pounding season finale of @swatcbs TONIGHT at 10/9c! https://t.co/NXLbeIrvcp,32,@CBS
0.0,Thu May 17 19:12:51 +0000 2018,0.0,1.0,0.0,"Is it fall yet? Check out the first looks at our new fall shows and stars from the CBS Upfront!

https://t.co/l7GQVRzRFw",33,@CBS
0.5562,Thu May 17 13:00:00 +0000 2018,0.0,0.854,0.146,How many shows can you binge in a month? Find out with a 1 month free trial of CBS All Access! Use code STREAMITALL… https://t.co/yccQppCaxC,34,@CBS
0.75,Thu May 17 00:00:00 +0000 2018,0.0,0.758,0.242,"Save the dates! The CBS Fall lineup is here, and we're welcoming six new shows in addition to returning hits. Which… https://t.co/f9PSQfpHL7",35,@CBS
0.5574,Wed May 16 22:56:24 +0000 2018,0.0,0.841,0.159,What happens when the friendliest guy in the Midwest moves his family next door to a not-so-friendly new LA neighbo… https://t.co/KtEoNE3deL,36,@CBS
0.3802,Wed May 16 22:56:24 +0000 2018,0.0,0.89,0.11,"When @MurphyBrownCBS returns to the news world, things sure won't be what they used to be! The revival of the groun… https://t.co/jJcgyqyDxL",37,@CBS
0.34,Wed May 16 22:56:23 +0000 2018,0.0,0.888,0.112,"When decorated former Navy SEAL Thomas Magnum returns home to Hawaii, he embarks on a new mission: solving cases in… https://t.co/6n2MWY3c2f",38,@CBS
0.5859,Wed May 16 22:56:23 +0000 2018,0.0,0.826,0.174,The ordinary turns extraordinary for this suburban couple when an exuberant young pop star unexpectedly moves in wi… https://t.co/9xaAUSm5nm,39,@CBS
0.8398,Wed May 16 22:56:23 +0000 2018,0.0,0.6,0.4,An outspoken atheist's life takes a surprising turn when he accepts a social media friend request from God! Watch w… https://t.co/EbVbL0SNDk,40,@CBS
-0.4588,Wed May 16 22:56:23 +0000 2018,0.26,0.577,0.163,"When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when n… https://t.co/LuSY0jXBf9",41,@CBS
0.0,Wed May 16 22:56:22 +0000 2018,0.0,1.0,0.0,Meet the new shows coming to CBS this fall!,42,@CBS
0.7777,Wed May 16 21:46:07 +0000 2018,0.0,0.772,0.228,So much TV to love! ❤️ Be sure to follow the shows of the CBS 2018-2019 primetime lineup and stay up-to-date on the… https://t.co/lQwGtznj5i,43,@CBS
0.296,Wed May 16 18:05:27 +0000 2018,0.0,0.905,0.095,"Every mission leaves its mark. Join us in the final mission to avenge Echo Team's deaths, tonight at 9/8c during th… https://t.co/SlfprTVDgD",44,@CBS
0.6369,Wed May 16 13:52:57 +0000 2018,0.0,0.766,0.234,"Get ready for three new comedies, five new dramas and the return of the critically acclaimed @MurphyBrownCBS. Here'… https://t.co/alHwUTRFKh",45,@CBS
0.46,Wed May 16 13:24:14 +0000 2018,0.0,0.857,0.143,"RT @happytogether: When an international pop star moves into your house, life gets a little more interesting! @wayansjr, @AmberoniStevens a…",46,@CBS
0.8122,Wed May 16 13:23:26 +0000 2018,0.0,0.67,0.33,"RT @TheNeighborhood: You can’t pick your neighbors, but Calvin sure wishes he could! @CedEntertainer stars in the new comedy #TheNeighborho…",47,@CBS
-0.2057,Tue May 15 20:16:38 +0000 2018,0.109,0.821,0.07,Tonight's the night - Agent Dwayne Pride's fate will be revealed. Don't miss the special two-hour season finale of… https://t.co/52amkSiNcA,48,@CBS
0.4199,Mon May 14 20:59:11 +0000 2018,0.0,0.859,0.141,"Donuts down, hands up! Get ready for a dramatic turn on the finale of @SuperiorDonuts TONIGHT at 9/8c. 🍩https://t.co/f5VSqOlRYu",49,@CBS
0.0,Mon May 14 18:17:23 +0000 2018,0.0,1.0,0.0,"RT @MagnumPICBS: Thomas Magnum is back on the case! @jay_hernandez stars in #MagnumPI, coming to #CBS. https://t.co/R1aURqMawD",50,@CBS
0.4939,Mon May 14 18:16:12 +0000 2018,0.0,0.856,0.144,"RT @GodFriendedMe: You never know who's going to send you a friend request. #GodFriendedMe, the new drama series starring @hall_m_brandon a…",51,@CBS
-0.3612,Mon May 14 18:15:36 +0000 2018,0.122,0.878,0.0,RT @TheRedLineCBS: Three Chicago families’ lives converge in the wake of a mistaken shooting. From acclaimed producers @ava and @GBerlanti…,52,@CBS
0.6476,Mon May 14 18:15:08 +0000 2018,0.082,0.674,0.243,"RT @FamCBS: No family is perfect, especially this #FAM! @ninadobrev, @toneBell and @odessaadlon star in the new #CBS comedy #FAM. https://t…",53,@CBS
0.9081,Mon May 14 18:14:46 +0000 2018,0.0,0.592,0.408,"RT @TheCodeCBS: Their code is honor, courage and commitment. They pursue military justice at home and abroad. #TheCode coming to #CBS. http…",54,@CBS
-0.762,Mon May 14 18:14:22 +0000 2018,0.303,0.586,0.111,RT @FBICBS: Meet the FBI agents who are investigating the most dangerous cases threatening our nation. From Emmy Winner Dick Wolf and the t…,55,@CBS
0.3612,Mon May 14 18:13:58 +0000 2018,0.0,0.8,0.2,RT @MurphyBrownCBS: The ground-breaking comedy returns. #MurphyBrown coming to #CBS. https://t.co/di8GXoVPjh,56,@CBS
-0.34,Mon May 14 14:42:00 +0000 2018,0.264,0.604,0.132,RT @StrangeAngel: Play with fire. 🔥 #StrangeAngel launches June 14 on #CBSAllAccess. https://t.co/xiFSkVz1vB https://t.co/Aw3kGeHyj4,57,@CBS
0.7351,Sun May 13 13:16:14 +0000 2018,0.0,0.733,0.267,"Happy #MothersDay to the moms who comfort us, understand us, and keep us centered. We ❤️ you. https://t.co/4YDmZrTGIC",58,@CBS
0.7245,Fri May 11 23:00:40 +0000 2018,0.0,0.748,0.252,The more the merrier! CBS has ordered five more shows that just might become your new favorites next season:… https://t.co/2g5OSj2xPu,59,@CBS
0.128,Fri May 11 20:55:08 +0000 2018,0.09,0.791,0.119,Thinking about the @BlueBloods_CBS season finale like… Don’t miss the surprising reveal TONIGHT at 10/9c. https://t.co/8ExkPFpnFj,60,@CBS
0.7263,Thu May 10 23:11:17 +0000 2018,0.0,0.747,0.253,"Double the @MomCBS, double the fun! Anyone else feel like they hit the jackpot with the back-to-back Season Finale… https://t.co/ebq8WJLKGf",61,@CBS
-0.0772,Thu May 10 19:24:10 +0000 2018,0.085,0.847,0.069,"2 suitors, 1 Meemaw and 1 Sheldon. You won’t want to miss the season finale of @YoungSheldon tonight at 8:30/7:30c. https://t.co/Hht2yRE7ly",62,@CBS
0.6588,Thu May 10 18:03:26 +0000 2018,0.0,0.722,0.278,Broadway's Biggest Night is around the corner! Who are you hoping to see? #TonyAwards2018 ✨ https://t.co/KLT8QCxWcK,63,@CBS
0.3182,Thu May 10 15:30:40 +0000 2018,0.0,0.905,0.095,"The big day is finally here, and you’re invited. 👰 Make sure to tune in to the @bigbangtheory’s star-studded #ShAmy… https://t.co/la9E6tvQ5b",64,@CBS
0.8176,Wed May 09 21:35:00 +0000 2018,0.0,0.667,0.333,"Before the #ShAmy wedding tomorrow, the @bigbangtheory stars &amp; special guests play a game of ""yay or nay"" with thes… https://t.co/ZpCM16qOyT",65,@CBS
0.8395,Wed May 09 19:36:24 +0000 2018,0.0,0.609,0.391,Get ready for more laughs! Learn more about the two new comedies coming to CBS: https://t.co/cpT3fd2RH5 https://t.co/NGrcp803zW,66,@CBS
-0.4599,Tue May 08 22:26:55 +0000 2018,0.2,0.8,0.0,"Goodbyes are never easy.  After 15 seasons, don’t miss Abby’s final episode of @NCIS_CBS tonight at 8/7c.  https://t.co/GTGj2YRJA1",67,@CBS
0.4574,Tue May 08 19:55:32 +0000 2018,0.0,0.85,0.15,Will you be watching the @BullCBS Season 2 Finale tonight at 9/8c? RT if your answer is yes! https://t.co/OxnyEDVsKj,68,@CBS
0.6597,Tue May 08 17:18:20 +0000 2018,0.075,0.683,0.242,RT @thegoodfight: Listening to #QueenBaranski read fan tweets is like poetry. 😍 Warning: this video will give you ALL the feels. ☺️❤️ #TheG…,69,@CBS
0.0,Mon May 07 17:50:20 +0000 2018,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Season 2 of #KevinCanWait comes to a close tonight, and @KevinJames and @LeahRemini have A LOT to say about it. https:…",70,@CBS
0.5093,Fri May 04 21:00:00 +0000 2018,0.0,0.87,0.13,Spend your Friday night with this dynamic duo! Tune in to the season finale of @MacGyverCBS at 8/7c on CBS and CBS… https://t.co/AfWUVo4GSu,71,@CBS
0.6996,Fri May 04 18:42:12 +0000 2018,0.0,0.775,0.225,RT @undercover_cbs: Get ready for the series premiere of #CelebrityBoss in just seven days! How would you react if your favorite celebrity…,72,@CBS
0.5562,Fri May 04 14:48:42 +0000 2018,0.0,0.736,0.264,The force is strong on the set of @bigbangtheory! #MayThe4thBeWithYou https://t.co/uYyXKtuVCM,73,@CBS
0.0,Wed May 02 19:04:01 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP,74,@CBS
0.0,Tue May 01 23:10:50 +0000 2018,0.0,1.0,0.0,RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the…,75,@CBS
0.0,Tue May 01 17:58:51 +0000 2018,0.0,1.0,0.0,"RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co…",76,@CBS
0.8268,Tue May 01 15:16:28 +0000 2018,0.0,0.701,0.299,"Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the… https://t.co/tCiNaLGIvq",77,@CBS
0.8777,Mon Apr 30 22:54:18 +0000 2018,0.0,0.627,0.373,We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele… https://t.co/JfUFINmYGH,78,@CBS
0.0,Mon Apr 30 13:28:01 +0000 2018,0.0,1.0,0.0,RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck…,79,@CBS
0.3818,Mon Apr 30 02:22:08 +0000 2018,0.0,0.86,0.14,See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:… https://t.co/iJN1ssGPvZ,80,@CBS
0.8356,Sun Apr 29 15:30:00 +0000 2018,0.0,0.67,0.33,The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat… https://t.co/xZhDSYnxL6,81,@CBS
0.0,Thu Apr 26 23:40:24 +0000 2018,0.0,1.0,0.0,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1… https://t.co/Deyn76ADT9,82,@CBS
0.75,Wed Apr 25 21:48:49 +0000 2018,0.0,0.687,0.313,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI",83,@CBS
0.5719,Wed Apr 25 18:09:50 +0000 2018,0.0,0.837,0.163,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access… https://t.co/YCbHDK2r4b,84,@CBS
0.6239,Wed Apr 25 16:55:33 +0000 2018,0.0,0.779,0.221,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin… https://t.co/xcBChnjEvH",85,@CBS
0.6696,Mon Apr 23 21:03:22 +0000 2018,0.0,0.776,0.224,Who’s ready to see these moves? 🕺 Tune in to the @latelateshow’s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN,86,@CBS
0.4019,Sun Apr 22 16:00:03 +0000 2018,0.0,0.863,0.137,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co… https://t.co/Q3Zj3EzuNs",87,@CBS
-0.4019,Fri Apr 20 22:00:01 +0000 2018,0.105,0.895,0.0,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b… https://t.co/fEAMUblPQ4,88,@CBS
0.0,Fri Apr 20 17:34:37 +0000 2018,0.0,1.0,0.0,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,89,@CBS
0.0,Thu Apr 19 20:00:00 +0000 2018,0.0,1.0,0.0,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,90,@CBS
0.4877,Thu Apr 19 19:00:02 +0000 2018,0.0,0.826,0.174,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",91,@CBS
0.4939,Thu Apr 19 17:08:44 +0000 2018,0.0,0.868,0.132,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",92,@CBS
0.4199,Wed Apr 18 21:00:01 +0000 2018,0.0,0.872,0.128,When you realize there are TWO episodes of @CrimMinds_CBS tonight! 👏 Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,93,@CBS
0.8539,Wed Apr 18 18:57:45 +0000 2018,0.0,0.645,0.355,Giving you even more reasons to celebrate! 🎉 See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK,94,@CBS
0.5994,Wed Apr 18 17:00:03 +0000 2018,0.0,0.804,0.196,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:… https://t.co/w0WRmpQ6fk",95,@CBS
0.2284,Wed Apr 18 15:14:39 +0000 2018,0.122,0.718,0.16,RT @joshgroban: I AM SO HAPPY I COULD CRY BUT ITS MIDNIGHT IN JAPAN SO I WILL SLEEP BUT ‼️‼️‼️‼️👫🏆🎭😭🔜 #TonyAwards2018 https://t.co/NLss47K6…,96,@CBS
0.0,Wed Apr 18 15:10:34 +0000 2018,0.0,1.0,0.0,Broadway stars @SaraBareilles and @joshgroban will host @TheTonyAwards on June 10! Hear how these multi-talented ar… https://t.co/jy52FKd7t0,97,@CBS
0.0,Tue Apr 17 00:26:33 +0000 2018,0.0,1.0,0.0,Can you believe it’s been 11 years since @taylorswift13’s first-ever performance at the #ACMawards?! Look back at t… https://t.co/QHSPuJLLFb,98,@CBS
0.0,Mon Apr 16 23:00:02 +0000 2018,0.0,1.0,0.0,Waiting for the @ScorpionCBS season finale to start like… Tune in at 10/9c! https://t.co/peoDXtO707,99,@CBS
0.765,Sun Jun 10 23:00:08 +0000 2018,0.145,0.526,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/8OvtBv9SMl,0,@CNN
-0.1531,Sun Jun 10 22:50:46 +0000 2018,0.11,0.81,0.081,Canadian Foreign Minister Chrystia Freeland on the growing trade tension between the US and Canada: “Canada does no… https://t.co/8vbMRyf0Rw,1,@CNN
0.0,Sun Jun 10 22:40:04 +0000 2018,0.0,1.0,0.0,"Sen. John McCain to US allies: ""Americans stand with you, even if our president doesn't."" https://t.co/CWWsv75iXQ https://t.co/z9RSSHERL7",2,@CNN
0.4588,Sun Jun 10 22:30:04 +0000 2018,0.083,0.694,0.222,"President Trump, leave the hugs at home | @sam_vinograd for @CNNopinion https://t.co/jFU5icNhTm https://t.co/ypKRQPfKkN",3,@CNN
-0.2732,Sun Jun 10 22:20:07 +0000 2018,0.11,0.89,0.0,A federal court temporarily blocked a pizza delivery man's deportation one week after he was turned over to immigra… https://t.co/ITYaqEAg8w,4,@CNN
0.3612,Sun Jun 10 22:20:00 +0000 2018,0.0,0.878,0.122,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/96Tdxq4tEL",5,@CNN
0.0,Sun Jun 10 22:10:05 +0000 2018,0.0,1.0,0.0,First lady Melania Trump is going to a gala at Ford's Theatre on Sunday evening. Trump will attend the annual gala… https://t.co/d8mayLLgO0,6,@CNN
-0.25,Sun Jun 10 22:00:09 +0000 2018,0.08,0.92,0.0,"""Beneath the light that Spade and Bourdain spread, darkness crept in. And for so many of us it laps at the edges, s… https://t.co/VSmLh7Tymh",7,@CNN
0.0,Sun Jun 10 21:50:00 +0000 2018,0.0,1.0,0.0,3D-printed concrete houses are coming to the Netherlands https://t.co/zHfPYSiT6X https://t.co/L5OHVGCCBM,8,@CNN
-0.3818,Sun Jun 10 21:40:05 +0000 2018,0.206,0.794,0.0,France and Germany slam President Trump's G7 statement U-turn https://t.co/Yi58d4A16k https://t.co/eEMF9QnaBh,9,@CNN
0.0,Sun Jun 10 21:30:00 +0000 2018,0.0,1.0,0.0,Sacramento is the first US city to roll out a pilot program testing digital license plates that can display message… https://t.co/JK1SHEuLnZ,10,@CNN
-0.4404,Sun Jun 10 21:20:10 +0000 2018,0.197,0.687,0.116,"White House trade adviser Peter Navarro: ""There's a special place in hell"" for Canadian Prime Minister Justin Trude… https://t.co/PHHspdVuIo",11,@CNN
0.0,Sun Jun 10 21:10:08 +0000 2018,0.0,1.0,0.0,Trump's improvisation faces decades of North Korean preparation | Analysis by @StCollinson https://t.co/gMF9mfP3pS https://t.co/kuYoYb23mp,12,@CNN
-0.802,Sun Jun 10 21:00:07 +0000 2018,0.286,0.714,0.0,"An immigrant detained for illegally attempting to enter the US killed himself in a Texas jail cell last month, acco… https://t.co/1lkggPYUQJ",13,@CNN
-0.4404,Sun Jun 10 20:52:22 +0000 2018,0.161,0.749,0.09,"Actor Jackson Odell of TV's 'Goldbergs' found dead at age 20. Odell played Ari Caldwell on the TV sitcom ""The Goldb… https://t.co/vfMcR3EFUI",14,@CNN
-0.3818,Sun Jun 10 20:40:38 +0000 2018,0.14,0.794,0.065,South Carolina Democratic congressional candidate who admitted to abusing his ex-wife 45 years ago says he is stayi… https://t.co/IXAqPCX4iV,15,@CNN
-0.5859,Sun Jun 10 20:26:38 +0000 2018,0.167,0.833,0.0,This high school valedictorian says she tried to speak about sexual assault during her graduation speech and her mi… https://t.co/av2hSxOUxS,16,@CNN
-0.4939,Sun Jun 10 20:10:05 +0000 2018,0.138,0.862,0.0,"Anthony Bourdain had an outsized impact on the life of Jason Rezaian, the journalist jailed by Iran shortly after f… https://t.co/voie7OPXSB",17,@CNN
-0.34,Sun Jun 10 20:00:06 +0000 2018,0.146,0.854,0.0,Fire breaks out at Baghdad warehouse storing ballot boxes for Iraq's election recount https://t.co/65leVLxcvz https://t.co/JGiVWgPnsi,18,@CNN
-0.1531,Sun Jun 10 19:50:09 +0000 2018,0.11,0.81,0.081,Canadian Foreign Minister Chrystia Freeland on the growing trade tension between the US and Canada: “Canada does no… https://t.co/9DpsSIPLFh,19,@CNN
0.0,Sun Jun 10 19:39:01 +0000 2018,0.0,1.0,0.0,The end of net neutrality is here https://t.co/PjVzF4mXuw https://t.co/e8QznAvYRv,20,@CNN
0.8225,Sun Jun 10 19:22:40 +0000 2018,0.0,0.664,0.336,White House senior advisers Ivanka Trump and Jared Kushner celebrated with Stanley Cup champion Washington Capitals… https://t.co/4LKAhbc9u9,21,@CNN
-0.7906,Sun Jun 10 19:10:04 +0000 2018,0.318,0.682,0.0,"A house explosion in a suburban neighborhood of Cleveland left one person dead and another critically injured, Clev… https://t.co/eA4bsr7jpb",22,@CNN
0.0,Sun Jun 10 19:00:19 +0000 2018,0.0,1.0,0.0,"Anthony Bourdain was a master — with food, and with language. This is the story of his life in his own words.… https://t.co/UNUKzwIPfg",23,@CNN
0.0,Sun Jun 10 18:54:15 +0000 2018,0.0,1.0,0.0,"Sen. John McCain to US allies: ""Americans stand with you, even if our president doesn't."" https://t.co/A8ekLqjmeB https://t.co/TFBXwcwwd1",24,@CNN
0.5859,Sun Jun 10 18:40:00 +0000 2018,0.074,0.703,0.223,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/nt4GZZ6DhF",25,@CNN
0.3612,Sun Jun 10 18:30:07 +0000 2018,0.0,0.828,0.172,"Hey Corporate America, get ready for cybersecurity regulation in the US https://t.co/fb6YdWnybK https://t.co/56rK3SjAXy",26,@CNN
0.0,Sun Jun 10 18:20:06 +0000 2018,0.0,1.0,0.0,"From real estate to diplomacy, Trump chases the ultimate deal in Singapore https://t.co/D5908EhGba https://t.co/Qx5PmQHbSz",27,@CNN
-0.7128,Sun Jun 10 18:10:08 +0000 2018,0.284,0.716,0.0,Florida revoked almost 300 concealed weapons permits after discovering that a state employee failed to review crimi… https://t.co/KrSqDZcxqs,28,@CNN
-0.802,Sun Jun 10 18:00:04 +0000 2018,0.286,0.714,0.0,"An immigrant detained for illegally attempting to enter the US killed himself in a Texas jail cell last month, acco… https://t.co/ND0rwMzsqY",29,@CNN
0.0,Sun Jun 10 17:50:07 +0000 2018,0.0,1.0,0.0,"Pre-cut melon sold at Walmart and Kroger stores in Illinois, Indiana, Michigan, Missouri and Ohio has caused 60 peo… https://t.co/NwfvaVBy0U",30,@CNN
0.34,Sun Jun 10 17:40:00 +0000 2018,0.0,0.893,0.107,Watch Kim Jong Un's security guards run alongside his car as he arrives in Singapore ahead of historic summit with… https://t.co/osY7MZ8JZA,31,@CNN
-0.4588,Sun Jun 10 17:30:00 +0000 2018,0.143,0.857,0.0,"Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/tqw3q08q12",32,@CNN
0.765,Sun Jun 10 17:20:06 +0000 2018,0.145,0.526,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/XVzsbGIgPC,33,@CNN
0.0,Sun Jun 10 17:09:04 +0000 2018,0.0,1.0,0.0,A Sikh soldier wore a turban in Queen Elizabeth ll's official birthday parade https://t.co/w1hbHqfcEj https://t.co/EovT94UY7B,34,@CNN
0.0,Sun Jun 10 16:56:00 +0000 2018,0.0,1.0,0.0,"Folk singer Joni Mitchell wrote the song ""River"" while sitting by the South Saskatoon River in Canada. Now, a walkw… https://t.co/PtaDbdTYUl",35,@CNN
-0.296,Sun Jun 10 16:44:57 +0000 2018,0.121,0.879,0.0,Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs… https://t.co/m3UpWnilJp,36,@CNN
-0.4404,Sun Jun 10 16:33:34 +0000 2018,0.197,0.687,0.116,"White House trade adviser Peter Navarro: ""There's a special place in hell"" for Canadian Prime Minister Justin Trude… https://t.co/2NlHi4tC5l",37,@CNN
0.0,Sun Jun 10 16:18:59 +0000 2018,0.0,1.0,0.0,KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later t… https://t.co/JXvT6eUx2J,38,@CNN
0.6908,Sun Jun 10 16:00:29 +0000 2018,0.0,0.737,0.263,JUST IN: Rafael Nadal beats Dominic Thiem in straight sets to win a record-extending 11th French Open title… https://t.co/00NQDyIeMc,39,@CNN
-0.6486,Sun Jun 10 15:50:04 +0000 2018,0.218,0.782,0.0,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/sMXcA7cVCW,40,@CNN
-0.4767,Sun Jun 10 15:38:01 +0000 2018,0.154,0.846,0.0,Syracuse University has suspended 15 members of a professional fraternity after they appeared in videos that the sc… https://t.co/dUoligPjIj,41,@CNN
0.0,Sun Jun 10 15:25:07 +0000 2018,0.0,1.0,0.0,"Sen. John McCain to US allies: ""Americans stand with you, even if our president doesn't."" https://t.co/vPaQ0tzfiO https://t.co/p1mjjTivxB",42,@CNN
0.8225,Sun Jun 10 15:15:07 +0000 2018,0.0,0.664,0.336,White House senior advisers Ivanka Trump and Jared Kushner celebrated with Stanley Cup champion Washington Capitals… https://t.co/CnWQ31LlFG,43,@CNN
-0.34,Sun Jun 10 15:05:00 +0000 2018,0.138,0.862,0.0,President Trump’s chief economic adviser Larry Kudlow accuses Canadian Prime Minister Justin Trudeau of undermining… https://t.co/mrZ3ZddLMO,44,@CNN
0.0,Sun Jun 10 14:55:05 +0000 2018,0.0,1.0,0.0,The end of net neutrality is here https://t.co/hDo3xfC6vN https://t.co/iRtK5c00aI,45,@CNN
0.0,Sun Jun 10 14:44:05 +0000 2018,0.0,1.0,0.0,"North Korean leader Kim Jong Un met with Singapore Prime Minister Lee Hsien Loong on Sunday, hours after arriving i… https://t.co/WNXahsGrpD",46,@CNN
